,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
602,511,Pansage,5,Normal,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
603,512,Simisage,5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
604,513,Pansear,5,Normal,High Temp Pokémon,1,Fire,,0.6,11.0,2,Gluttony,,Blaze,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
605,514,Simisear,5,Normal,Ember Pokémon,1,Fire,,1.0,28.0,2,Gluttony,,Blaze,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
606,515,Panpour,5,Normal,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
607,516,Simipour,5,Normal,Geyser Pokémon,1,Water,,1.0,29.0,2,Gluttony,,Torrent,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
608,517,Munna,5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,70.0,58.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
609,518,Musharna,5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,70.0,170.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
610,519,Pidove,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,70.0,53.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
611,520,Tranquill,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,70.0,125.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
612,521,Unfezant,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,70.0,220.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
613,522,Blitzle,5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295.0,45.0,60.0,32.0,50.0,32.0,76.0,190.0,70.0,59.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,523,Zebstrika,5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497.0,75.0,100.0,63.0,80.0,63.0,116.0,75.0,70.0,174.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
615,524,Roggenrola,5,Normal,Mantle Pokémon,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280.0,55.0,75.0,85.0,25.0,25.0,15.0,255.0,70.0,56.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
616,525,Boldore,5,Normal,Ore Pokémon,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390.0,70.0,105.0,105.0,50.0,40.0,20.0,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
617,526,Gigalith,5,Normal,Compressed Pokémon,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515.0,85.0,135.0,130.0,60.0,80.0,25.0,45.0,70.0,232.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
618,527,Woobat,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323.0,65.0,45.0,43.0,55.0,43.0,72.0,190.0,70.0,65.0,Medium Fast,2,Field,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
619,528,Swoobat,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,70.0,149.0,Medium Fast,2,Field,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
620,529,Drilbur,5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328.0,60.0,85.0,40.0,30.0,45.0,68.0,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
621,530,Excadrill,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508.0,110.0,135.0,60.0,50.0,65.0,88.0,60.0,70.0,178.0,Medium Fast,1,Field,,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
622,531,Audino,5,Normal,Hearing Pokémon,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445.0,103.0,60.0,86.0,60.0,86.0,50.0,255.0,70.0,390.0,Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
623,531,Mega Audino,5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32.0,1,Healer,,,545.0,103.0,60.0,126.0,80.0,126.0,50.0,255.0,70.0,425.0,Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
624,532,Timburr,5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305.0,75.0,80.0,55.0,25.0,35.0,35.0,180.0,70.0,61.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
625,533,Gurdurr,5,Normal,Muscular Pokémon,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405.0,85.0,105.0,85.0,40.0,50.0,40.0,90.0,70.0,142.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
626,534,Conkeldurr,5,Normal,Muscular Pokémon,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,70.0,227.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
627,535,Tympole,5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,70.0,59.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
628,536,Palpitoad,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384.0,75.0,65.0,55.0,65.0,55.0,69.0,120.0,70.0,134.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
629,537,Seismitoad,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509.0,105.0,95.0,75.0,85.0,75.0,74.0,45.0,70.0,229.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
630,538,Throh,5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465.0,120.0,100.0,85.0,30.0,85.0,45.0,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,539,Sawk,5,Normal,Karate Pokémon,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465.0,75.0,125.0,75.0,30.0,75.0,85.0,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,70.0,62.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
633,541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380.0,55.0,63.0,90.0,50.0,80.0,42.0,120.0,70.0,133.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
634,542,Leavanny,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,70.0,225.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
635,543,Venipede,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260.0,30.0,45.0,59.0,30.0,39.0,57.0,255.0,70.0,52.0,Medium Slow,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
636,544,Whirlipede,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360.0,40.0,55.0,99.0,40.0,79.0,47.0,120.0,70.0,126.0,Medium Slow,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
637,545,Scolipede,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485.0,60.0,100.0,89.0,55.0,69.0,112.0,45.0,70.0,218.0,Medium Slow,1,Bug,,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
638,546,Cottonee,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280.0,40.0,27.0,60.0,37.0,50.0,66.0,190.0,70.0,56.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
639,547,Whimsicott,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480.0,60.0,67.0,85.0,77.0,75.0,116.0,75.0,70.0,168.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
640,548,Petilil,5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280.0,45.0,35.0,50.0,70.0,50.0,30.0,190.0,70.0,56.0,Medium Fast,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
641,549,Lilligant,5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480.0,70.0,60.0,75.0,110.0,75.0,90.0,75.0,70.0,168.0,Medium Fast,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
642,550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,Medium Fast,1,Water 2,,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
643,550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,Medium Fast,1,Water 2,,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
644,551,Sandile,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292.0,50.0,72.0,35.0,35.0,35.0,65.0,180.0,70.0,58.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
645,552,Krokorok,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351.0,60.0,82.0,45.0,45.0,45.0,74.0,90.0,70.0,123.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
646,553,Krookodile,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519.0,95.0,117.0,80.0,65.0,70.0,92.0,45.0,70.0,234.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
647,554,Darumaka,5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,120.0,70.0,63.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
648,554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40.0,2,Hustle,,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,1,Field,,55.00315656565657,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
649,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,60.0,70.0,168.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
650,555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540.0,105.0,30.0,105.0,140.0,105.0,55.0,60.0,70.0,189.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
651,555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120.0,2,Gorilla Tactics,,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,1,Field,,55.00315656565657,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
652,555,Darmanitan Galarian Zen Mode,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,,Zen Mode,540.0,105.0,160.0,55.0,30.0,55.0,135.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Fast,0,Field,,55.00315656565657,30.31645569620253,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
653,556,Maractus,5,Normal,Cactus Pokémon,1,Grass,,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461.0,75.0,86.0,67.0,106.0,67.0,60.0,255.0,70.0,161.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
654,557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325.0,50.0,65.0,85.0,35.0,35.0,55.0,190.0,70.0,65.0,Medium Fast,2,Bug,Mineral,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
655,558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485.0,70.0,105.0,125.0,65.0,75.0,45.0,75.0,70.0,170.0,Medium Fast,2,Bug,Mineral,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
656,559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348.0,50.0,75.0,70.0,35.0,70.0,48.0,180.0,35.0,70.0,Medium Fast,2,Dragon,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
657,560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488.0,65.0,90.0,115.0,45.0,115.0,58.0,90.0,70.0,171.0,Medium Fast,2,Dragon,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
658,561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490.0,72.0,58.0,80.0,103.0,80.0,97.0,45.0,70.0,172.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
659,562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,190.0,70.0,61.0,Medium Fast,2,Amorphous,Mineral,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
660,562,Galarian Yamask,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303.0,38.0,55.0,85.0,30.0,65.0,30.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Fast,2,Amorphous,Mineral,55.00315656565657,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
661,563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483.0,58.0,50.0,145.0,95.0,105.0,30.0,90.0,70.0,169.0,Medium Fast,2,Amorphous,Mineral,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
662,564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355.0,54.0,78.0,103.0,53.0,45.0,22.0,45.0,70.0,71.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
663,565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495.0,74.0,108.0,133.0,83.0,65.0,32.0,45.0,70.0,173.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
664,566,Archen,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401.0,55.0,112.0,45.0,74.0,45.0,70.0,45.0,70.0,71.0,Medium Fast,2,Flying,Water 3,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
665,567,Archeops,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,,,567.0,75.0,140.0,65.0,112.0,65.0,110.0,45.0,70.0,177.0,Medium Fast,2,Flying,Water 3,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
666,568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329.0,50.0,50.0,62.0,40.0,62.0,65.0,190.0,70.0,66.0,Medium Fast,1,Mineral,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
667,569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474.0,80.0,95.0,82.0,60.0,82.0,75.0,60.0,70.0,166.0,Medium Fast,1,Mineral,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
668,570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330.0,40.0,65.0,40.0,80.0,40.0,65.0,75.0,70.0,66.0,Medium Slow,1,Field,,87.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
669,571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510.0,60.0,105.0,60.0,120.0,60.0,105.0,45.0,70.0,179.0,Medium Slow,1,Field,,87.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
670,572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300.0,55.0,50.0,40.0,40.0,40.0,75.0,255.0,70.0,60.0,Fast,1,Field,,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
